uld_id,uld_type,max_weight_kg,max_volume_cubic_m,purchase_date,current_status,current_location,last_inspection_date,total_flights
ULD001145,AMA,6804,18.0,2022-06-03,In Use,SYD,2023-06-08,37
ULD001146,AKH,1588,11.5,2025-01-01,In Use,AMS,2024-01-05,55
ULD001147,AAP,6032,16.0,2022-04-10,In Use,DEL,2024-04-26,44
ULD001148,PMC,6804,18.0,2022-02-21,Available,SYD,2024-04-04,48
ULD001149,AAP,6032,16.0,2021-11-15,Under Maintenance,AMS,2024-07-17,56
ULD001150,PMC,6804,18.0,2024-02-28,In Use,CDG,2024-06-23,46
ULD001151,AMA,6804,18.0,2021-06-23,In Use,DOH,2023-09-20,44
ULD001152,DQF,2449,7.0,2023-08-02,Retired,FRA,2024-08-24,56
ULD001153,AMA,6804,18.0,2023-07-04,Available,JFK,2024-01-26,56
ULD001154,AAP,6032,16.0,2023-09-12,Under Maintenance,MAD,2023-06-18,58
ULD001155,P6P,13608,36.0,2022-05-30,In Use,MEL,2024-10-15,51
ULD001156,PMC,6804,18.0,2020-07-23,Under Maintenance,ORD,2023-11-03,59
ULD001157,PLA,4627,12.0,2022-02-08,Available,DEL,2023-08-21,56
ULD001158,PLA,4627,12.0,2022-05-13,Available,LAX,2024-07-15,54
ULD001159,P6P,13608,36.0,2023-10-14,Under Maintenance,CAN,2023-09-12,44
ULD001160,P6P,13608,36.0,2023-10-19,In Use,LHR,2023-09-14,47
ULD001161,P1P,6804,18.0,2022-03-21,In Use,MAD,2024-01-15,57
ULD001162,AKE,1588,10.4,2022-03-29,Under Maintenance,FRA,2023-10-13,52
ULD001163,P1P,6804,18.0,2024-06-05,In Use,LHR,2023-11-28,49
ULD001164,P1P,6804,18.0,2020-06-27,In Use,LHR,2024-10-09,54
ULD001165,AMA,6804,18.0,2023-07-05,In Use,LAX,2023-08-09,64
ULD001166,DQF,2449,7.0,2024-06-18,Available,BKK,2023-12-31,50
ULD001167,PMC,6804,18.0,2020-06-17,In Use,BKK,2024-08-21,54
ULD001168,P6P,13608,36.0,2024-01-06,Under Maintenance,IST,2024-05-08,45
ULD001169,AAP,6032,16.0,2021-08-31,In Use,MAD,2023-07-27,53
ULD001170,AKH,1588,11.5,2024-08-20,Available,HKG,2025-01-30,42
ULD001171,AAP,6032,16.0,2024-04-14,Available,PVG,2024-03-30,49
ULD001172,AAP,6032,16.0,2022-12-14,In Use,MEL,2024-10-03,58
ULD001173,PMC,6804,18.0,2020-11-23,In Use,MAD,2023-10-20,52
ULD001174,P6P,13608,36.0,2022-06-28,Under Maintenance,CDG,2025-01-20,58
ULD001175,PMC,6804,18.0,2022-11-13,In Use,MEL,2024-04-16,68
ULD001176,AAP,6032,16.0,2023-07-08,Available,HKG,2024-03-23,50
ULD001177,AKH,1588,11.5,2021-01-13,In Use,MAD,2023-12-23,42
ULD001178,PAG,6804,18.0,2023-07-08,In Use,LAX,2024-07-26,45
ULD001179,P1P,6804,18.0,2020-11-19,In Use,SIN,2025-01-01,52
ULD001180,PLA,4627,12.0,2023-02-25,In Use,LHR,2025-01-20,47
ULD001181,AAP,6032,16.0,2022-04-16,Under Maintenance,CAN,2024-04-15,38
ULD001182,AAP,6032,16.0,2022-02-12,In Use,NRT,2024-02-27,53
ULD001183,AAP,6032,16.0,2023-09-26,Available,LHR,2024-08-02,43
ULD001184,PLA,4627,12.0,2020-07-12,In Use,MAD,2024-09-27,45
ULD001185,DQF,2449,7.0,2021-07-29,In Use,HKG,2023-07-06,61
ULD001186,AAP,6032,16.0,2023-04-11,Retired,DOH,2024-06-07,58
ULD001187,P6P,13608,36.0,2023-07-30,Available,DOH,2024-07-02,46
ULD001188,PMC,6804,18.0,2022-04-08,In Use,AMS,2024-03-15,38
ULD001189,P1P,6804,18.0,2024-11-10,Available,DEL,2024-03-09,37
ULD001190,PMC,6804,18.0,2022-07-06,In Use,CAN,2023-09-22,44
ULD001191,PMC,6804,18.0,2020-01-10,In Use,MAD,2024-01-08,45
ULD001192,AKH,1588,11.5,2023-12-27,In Use,DOH,2023-06-13,42
ULD001193,AMA,6804,18.0,2021-08-16,Under Maintenance,DXB,2023-06-04,45
ULD001194,P6P,13608,36.0,2023-03-05,In Use,CDG,2024-02-25,46
ULD001195,AKE,1588,10.4,2023-09-21,In Use,LHR,2023-12-23,44
ULD001196,PAG,6804,18.0,2020-12-04,In Use,LHR,2025-01-04,45
ULD001197,P6P,13608,36.0,2021-05-31,Available,BKK,2025-01-03,54
ULD001198,PAG,6804,18.0,2020-10-22,Under Maintenance,LHR,2024-07-05,43
ULD001199,AKH,1588,11.5,2022-08-20,In Use,SIN,2024-05-07,41
ULD001200,AAP,6032,16.0,2023-03-08,In Use,DEL,2023-08-12,59
ULD001201,P6P,13608,36.0,2021-08-21,In Use,PVG,2024-08-09,38
ULD001202,AAP,6032,16.0,2023-03-19,Retired,CAN,2024-02-24,46
ULD001203,PAG,6804,18.0,2021-07-13,Under Maintenance,JFK,2024-06-22,57
ULD001204,DQF,2449,7.0,2021-01-08,In Use,LAX,2024-04-09,52
ULD001205,AKH,1588,11.5,2022-10-14,Available,PVG,2024-05-14,41
ULD001206,AKH,1588,11.5,2020-06-10,In Use,NRT,2023-08-27,45
ULD001207,AKH,1588,11.5,2022-02-12,In Use,DXB,2024-02-26,38
ULD001208,PAG,6804,18.0,2022-03-18,In Use,IST,2024-04-28,46
ULD001209,AMA,6804,18.0,2021-03-21,In Use,DEL,2023-06-05,35
ULD001210,AKE,1588,10.4,2024-10-06,In Use,IST,2024-10-02,49
ULD001211,AKH,1588,11.5,2020-05-13,In Use,DEL,2023-12-19,51
ULD001212,DQF,2449,7.0,2024-05-14,In Use,MEL,2023-09-26,46
ULD001213,DQF,2449,7.0,2024-04-10,In Use,DEL,2024-07-06,60
ULD001214,PAG,6804,18.0,2020-05-20,Under Maintenance,DEL,2024-04-12,43
ULD001215,P6P,13608,36.0,2023-05-05,In Use,AMS,2025-01-05,55
ULD001216,PMC,6804,18.0,2022-10-16,Available,DEL,2023-08-18,50
ULD001217,AMA,6804,18.0,2024-06-28,Available,CDG,2024-08-02,47
ULD001218,AKE,1588,10.4,2021-10-01,In Use,MAD,2023-11-06,48
ULD001219,AKH,1588,11.5,2021-09-09,Available,CDG,2023-09-23,49
ULD001220,P6P,13608,36.0,2024-01-14,Retired,ORD,2023-07-20,40
ULD001221,AKE,1588,10.4,2024-12-24,In Use,PVG,2024-05-19,66
ULD001222,AMA,6804,18.0,2021-11-24,In Use,CDG,2024-08-21,51
ULD001223,DQF,2449,7.0,2024-08-02,In Use,JFK,2024-02-07,50
ULD001224,DQF,2449,7.0,2021-07-27,In Use,PVG,2024-12-26,44
ULD001225,PAG,6804,18.0,2022-06-18,Available,HKG,2024-01-11,47
ULD001226,PAG,6804,18.0,2020-01-16,In Use,CAN,2023-12-03,41
ULD001227,P6P,13608,36.0,2021-05-23,Retired,SIN,2025-01-16,43
ULD001228,AMA,6804,18.0,2021-02-19,In Use,MEL,2023-08-29,44
ULD001229,PMC,6804,18.0,2024-04-30,Under Maintenance,LHR,2024-10-01,58
ULD001230,AAP,6032,16.0,2021-04-13,In Use,MAD,2025-01-06,51
ULD001231,P1P,6804,18.0,2024-02-23,Under Maintenance,MAD,2023-12-10,47
ULD001232,PLA,4627,12.0,2021-09-09,Under Maintenance,LHR,2024-01-29,47
ULD001233,P1P,6804,18.0,2022-08-31,In Use,MEL,2024-11-05,51
ULD001234,P1P,6804,18.0,2024-03-23,In Use,CDG,2023-09-09,57
ULD001235,P6P,13608,36.0,2020-03-02,In Use,SYD,2024-05-26,54
ULD001236,AKH,1588,11.5,2023-05-19,Retired,DXB,2025-01-23,44
ULD001237,AKE,1588,10.4,2020-02-05,In Use,LAX,2024-05-20,44
ULD001238,P1P,6804,18.0,2024-11-01,Available,CAN,2024-11-25,57
ULD001239,P6P,13608,36.0,2022-01-01,In Use,DEL,2023-07-12,55
ULD001240,AKH,1588,11.5,2021-02-27,Under Maintenance,BKK,2024-11-20,49
ULD001241,PAG,6804,18.0,2022-02-14,Available,DXB,2025-01-20,39
ULD001242,PLA,4627,12.0,2022-02-21,In Use,FRA,2024-04-17,62
ULD001243,PAG,6804,18.0,2021-09-14,In Use,BKK,2025-01-20,45
ULD001244,AMA,6804,18.0,2021-10-27,In Use,SIN,2024-12-26,49
ULD001245,AKH,1588,11.5,2024-11-19,In Use,LHR,2024-10-27,56
ULD001246,AMA,6804,18.0,2021-02-26,Under Maintenance,MAD,2023-07-07,50
ULD001247,P1P,6804,18.0,2024-05-29,In Use,AMS,2023-09-12,56
ULD001248,P1P,6804,18.0,2022-01-21,In Use,MEL,2024-10-31,58
ULD001249,PMC,6804,18.0,2022-10-19,Available,IST,2023-08-28,47
ULD001250,DQF,2449,7.0,2022-03-26,Available,NRT,2024-07-22,52
ULD001251,AKH,1588,11.5,2023-02-15,Available,IST,2023-07-01,50
ULD001252,AAP,6032,16.0,2024-04-23,In Use,LHR,2024-12-07,34
ULD001253,PMC,6804,18.0,2025-01-01,In Use,IST,2023-12-08,51
ULD001254,AKH,1588,11.5,2021-05-30,In Use,LHR,2024-05-21,58
ULD001255,P6P,13608,36.0,2024-12-09,Under Maintenance,MEL,2024-11-26,44
ULD001256,PMC,6804,18.0,2022-11-11,Under Maintenance,HKG,2024-03-27,55
ULD001257,P1P,6804,18.0,2023-05-06,Available,BKK,2024-06-27,52
ULD001258,AKE,1588,10.4,2023-02-12,In Use,BKK,2024-11-10,42
ULD001259,AMA,6804,18.0,2024-09-24,In Use,CDG,2023-12-21,57
ULD001260,DQF,2449,7.0,2024-03-02,In Use,MEL,2024-04-17,55
ULD001261,PMC,6804,18.0,2020-10-02,In Use,DXB,2023-10-05,56
ULD001262,AAP,6032,16.0,2020-02-10,In Use,HKG,2025-01-14,54
ULD001263,AKE,1588,10.4,2023-10-08,Retired,PVG,2023-07-03,63
ULD001264,P1P,6804,18.0,2021-04-12,In Use,PVG,2023-11-23,36
ULD001265,PAG,6804,18.0,2023-12-28,In Use,DXB,2023-10-12,58
ULD001266,AAP,6032,16.0,2023-07-06,Under Maintenance,BKK,2024-03-07,56
ULD001267,P6P,13608,36.0,2020-11-16,In Use,JFK,2024-01-14,47
ULD001268,DQF,2449,7.0,2021-10-15,In Use,MEL,2023-06-20,63
ULD001269,P1P,6804,18.0,2022-02-01,In Use,NRT,2024-02-16,52
ULD001270,AKE,1588,10.4,2021-12-10,In Use,LHR,2024-11-19,46
ULD001271,AKH,1588,11.5,2024-10-03,In Use,JFK,2024-06-19,55
ULD001272,PLA,4627,12.0,2021-12-31,In Use,DEL,2023-11-09,54
ULD001273,P6P,13608,36.0,2020-10-30,In Use,MAD,2024-03-17,47
ULD001274,P6P,13608,36.0,2024-08-20,In Use,MEL,2024-03-01,49
ULD001275,AMA,6804,18.0,2024-05-11,Available,PVG,2024-07-15,47
ULD001276,AKH,1588,11.5,2021-10-19,Retired,MAD,2024-04-18,64
ULD001277,P6P,13608,36.0,2021-07-20,In Use,MAD,2024-04-12,47
ULD001278,AKH,1588,11.5,2024-08-01,In Use,MAD,2024-12-03,36
ULD001279,PMC,6804,18.0,2023-11-17,In Use,FRA,2024-03-01,42
ULD001280,AAP,6032,16.0,2022-04-16,Under Maintenance,DEL,2024-07-11,49
ULD001281,DQF,2449,7.0,2023-07-13,Under Maintenance,LAX,2024-08-25,44
ULD001282,AAP,6032,16.0,2020-03-10,In Use,MEL,2023-09-17,53
ULD001283,PAG,6804,18.0,2021-10-15,In Use,DOH,2023-07-02,56
ULD001284,AKH,1588,11.5,2020-11-17,In Use,SYD,2024-07-26,61
ULD001285,PMC,6804,18.0,2025-01-05,In Use,SIN,2023-07-28,56
ULD001286,DQF,2449,7.0,2024-01-19,Available,DEL,2024-03-01,53
ULD001287,P6P,13608,36.0,2024-03-20,In Use,HKG,2023-11-23,48
ULD001288,PLA,4627,12.0,2020-09-17,Available,HKG,2023-10-13,60
ULD001289,PAG,6804,18.0,2024-05-16,In Use,JFK,2024-01-10,46
ULD001290,DQF,2449,7.0,2020-12-07,In Use,LAX,2024-01-13,45
ULD001291,P6P,13608,36.0,2021-10-22,In Use,DEL,2024-11-26,43
ULD001292,AMA,6804,18.0,2022-08-03,In Use,AMS,2024-12-04,48
ULD001293,PLA,4627,12.0,2024-01-25,In Use,CDG,2023-08-30,40
ULD001294,P6P,13608,36.0,2020-07-07,In Use,ORD,2024-11-09,51
ULD001295,P6P,13608,36.0,2021-05-20,Available,PVG,2023-08-19,50
ULD001296,AMA,6804,18.0,2025-01-16,In Use,JFK,2025-01-25,52
ULD001297,P6P,13608,36.0,2023-01-23,Available,HKG,2024-06-01,42
ULD001298,P6P,13608,36.0,2021-05-15,In Use,MEL,2024-02-15,51
ULD001299,P1P,6804,18.0,2021-04-18,In Use,MAD,2024-08-12,47
ULD001300,AAP,6032,16.0,2024-01-01,In Use,LAX,2024-08-30,53
ULD001301,AKH,1588,11.5,2020-07-28,In Use,DEL,2024-05-05,57
ULD001302,PLA,4627,12.0,2023-08-17,In Use,LHR,2024-11-29,53
ULD001303,AKH,1588,11.5,2023-05-22,In Use,NRT,2023-12-31,48
ULD001304,P6P,13608,36.0,2025-01-24,Under Maintenance,DOH,2023-07-28,57
ULD001305,AAP,6032,16.0,2024-06-10,In Use,MAD,2024-06-24,52
ULD001306,P1P,6804,18.0,2023-11-05,In Use,DEL,2024-11-17,43
ULD001307,P6P,13608,36.0,2021-05-26,In Use,CDG,2024-01-11,52
ULD001308,PAG,6804,18.0,2021-11-09,In Use,BKK,2023-09-26,51
ULD001309,PLA,4627,12.0,2021-06-24,Available,SYD,2024-09-12,42
ULD001310,AKH,1588,11.5,2025-01-21,In Use,DEL,2023-08-27,46
ULD001311,P1P,6804,18.0,2020-05-26,In Use,NRT,2024-01-13,49
ULD001312,DQF,2449,7.0,2020-12-08,In Use,PVG,2023-11-24,34
ULD001313,AKE,1588,10.4,2020-04-01,In Use,PVG,2024-01-08,54
ULD001314,PAG,6804,18.0,2022-11-17,In Use,BKK,2024-07-25,44
ULD001315,AKE,1588,10.4,2023-12-13,In Use,CAN,2023-08-08,44
ULD001316,PLA,4627,12.0,2020-07-22,In Use,LAX,2023-11-21,47
ULD001317,PLA,4627,12.0,2022-06-25,In Use,PVG,2024-05-20,57
ULD001318,AMA,6804,18.0,2024-01-12,In Use,AMS,2024-10-04,47
ULD001319,AAP,6032,16.0,2022-11-01,In Use,LAX,2023-07-28,57
ULD001320,PAG,6804,18.0,2023-10-28,Available,NRT,2024-11-19,43
ULD001321,DQF,2449,7.0,2024-08-03,Retired,NRT,2024-04-07,49
ULD001322,AAP,6032,16.0,2024-07-03,In Use,DOH,2024-11-20,58
ULD001323,AAP,6032,16.0,2024-11-22,Available,AMS,2024-02-21,47
ULD001324,PLA,4627,12.0,2022-03-03,Retired,NRT,2023-10-11,58
ULD001325,AKH,1588,11.5,2023-02-10,In Use,ORD,2023-06-05,49
ULD001326,PMC,6804,18.0,2020-07-22,Under Maintenance,DEL,2025-01-09,63
ULD001327,PLA,4627,12.0,2024-04-17,In Use,MAD,2023-07-22,63
ULD001328,P1P,6804,18.0,2022-06-30,In Use,MAD,2024-04-03,51
ULD001329,PLA,4627,12.0,2021-09-16,In Use,SIN,2023-08-29,49
ULD001330,PLA,4627,12.0,2024-10-01,In Use,CAN,2024-05-26,42
ULD001331,PMC,6804,18.0,2023-09-25,Available,FRA,2024-01-12,55
ULD001332,P1P,6804,18.0,2022-09-27,In Use,PVG,2024-07-28,48
ULD001333,P6P,13608,36.0,2020-06-17,In Use,LHR,2024-08-24,52
ULD001334,P6P,13608,36.0,2021-07-07,In Use,SYD,2023-11-17,53
ULD001335,AKH,1588,11.5,2023-02-18,In Use,JFK,2024-03-21,47
ULD001336,AAP,6032,16.0,2022-10-12,Available,IST,2023-08-18,48
ULD001337,DQF,2449,7.0,2024-09-02,In Use,JFK,2024-07-14,57
ULD001338,P1P,6804,18.0,2023-05-08,Under Maintenance,JFK,2024-09-23,47
ULD001339,AMA,6804,18.0,2022-12-09,In Use,JFK,2023-07-15,39
ULD001340,P1P,6804,18.0,2022-02-06,Available,BKK,2024-06-26,48
ULD001341,P6P,13608,36.0,2024-08-17,In Use,MEL,2023-10-21,53
ULD001342,P1P,6804,18.0,2020-05-25,Available,AMS,2024-08-15,48
ULD001343,PMC,6804,18.0,2024-10-05,In Use,AMS,2024-03-02,42
ULD001344,P6P,13608,36.0,2023-03-18,Available,ORD,2024-08-08,51
ULD001345,PAG,6804,18.0,2021-12-12,Retired,BKK,2023-06-23,50
ULD001346,DQF,2449,7.0,2021-05-30,In Use,DEL,2024-08-28,67
ULD001347,DQF,2449,7.0,2021-11-28,Available,CAN,2024-01-18,62
ULD001348,DQF,2449,7.0,2023-08-28,In Use,AMS,2024-11-26,53
ULD001349,P6P,13608,36.0,2020-06-01,In Use,LHR,2024-02-18,56
ULD001350,DQF,2449,7.0,2024-04-13,Available,DEL,2023-12-10,54
ULD001351,AKE,1588,10.4,2021-12-02,In Use,JFK,2024-09-07,55
ULD001352,AAP,6032,16.0,2024-09-21,In Use,DXB,2024-04-08,51
ULD001353,DQF,2449,7.0,2024-01-12,In Use,DXB,2023-11-10,49
ULD001354,DQF,2449,7.0,2023-01-18,Under Maintenance,DOH,2024-03-28,62
ULD001355,AKH,1588,11.5,2021-11-18,In Use,CAN,2024-02-01,58
ULD001356,AAP,6032,16.0,2023-03-09,In Use,SYD,2024-04-18,50
ULD001357,AAP,6032,16.0,2022-12-14,In Use,FRA,2024-10-18,51
ULD001358,PMC,6804,18.0,2020-10-01,In Use,IST,2024-10-15,32
ULD001359,AKE,1588,10.4,2022-05-12,In Use,JFK,2024-11-22,70
ULD001360,AAP,6032,16.0,2024-08-15,In Use,NRT,2024-10-14,55
ULD001361,PMC,6804,18.0,2022-11-08,Available,ORD,2024-07-08,54
ULD001362,PLA,4627,12.0,2024-03-10,In Use,MAD,2023-11-29,65
ULD001363,AAP,6032,16.0,2023-01-19,In Use,SYD,2023-09-02,56
ULD001364,AKE,1588,10.4,2020-07-21,In Use,HKG,2024-09-27,52
ULD001365,AKE,1588,10.4,2022-11-23,In Use,LAX,2024-04-09,54
ULD001366,PMC,6804,18.0,2021-06-14,In Use,PVG,2024-11-13,64
ULD001367,AMA,6804,18.0,2020-11-17,In Use,LAX,2024-12-04,53
ULD001368,PMC,6804,18.0,2020-05-14,In Use,IST,2024-02-24,46
ULD001369,PLA,4627,12.0,2020-07-22,In Use,MAD,2024-03-23,48
ULD001370,PLA,4627,12.0,2020-03-01,In Use,IST,2023-12-01,42
ULD001371,AKE,1588,10.4,2023-06-28,In Use,PVG,2024-12-30,38
ULD001372,PAG,6804,18.0,2022-01-14,Retired,ORD,2023-08-26,39
ULD001373,P6P,13608,36.0,2024-02-14,Under Maintenance,DXB,2024-06-27,53
ULD001374,PAG,6804,18.0,2023-07-22,In Use,HKG,2024-03-18,42
ULD001375,DQF,2449,7.0,2023-04-05,In Use,LAX,2024-07-25,74
ULD001376,PMC,6804,18.0,2022-03-29,Available,FRA,2025-01-06,44
ULD001377,P6P,13608,36.0,2022-08-29,Available,IST,2023-07-05,63
ULD001378,PAG,6804,18.0,2023-05-03,In Use,SIN,2024-07-01,34
ULD001379,PAG,6804,18.0,2022-01-07,In Use,DOH,2024-02-26,51
ULD001380,AKH,1588,11.5,2022-02-18,In Use,HKG,2024-05-11,46
ULD001381,P1P,6804,18.0,2022-08-02,In Use,MAD,2023-06-06,52
ULD001382,PAG,6804,18.0,2023-02-15,In Use,BKK,2024-12-08,45
ULD001383,DQF,2449,7.0,2024-03-18,In Use,DOH,2024-06-14,45
ULD001384,P6P,13608,36.0,2020-01-22,In Use,DEL,2024-03-29,47
ULD001385,AMA,6804,18.0,2021-10-03,Retired,HKG,2024-12-26,34
ULD001386,AKH,1588,11.5,2020-06-18,In Use,DEL,2023-12-03,44
ULD001387,AAP,6032,16.0,2020-05-24,In Use,CAN,2023-10-30,39
ULD001388,AAP,6032,16.0,2024-05-30,Under Maintenance,SIN,2024-04-13,46
ULD001389,DQF,2449,7.0,2020-10-29,In Use,JFK,2025-01-14,38
ULD001390,PMC,6804,18.0,2023-01-12,Under Maintenance,DXB,2024-10-29,56
ULD001391,PLA,4627,12.0,2020-04-23,In Use,MEL,2024-11-15,50
ULD001392,DQF,2449,7.0,2023-09-30,In Use,JFK,2024-08-21,46
ULD001393,DQF,2449,7.0,2021-01-13,Available,LAX,2023-09-27,51
ULD001394,PLA,4627,12.0,2021-04-04,In Use,LHR,2024-11-28,51
ULD001395,DQF,2449,7.0,2022-05-02,Retired,DXB,2023-12-28,56
ULD001396,AAP,6032,16.0,2024-02-13,In Use,AMS,2024-12-26,41
ULD001397,AMA,6804,18.0,2023-05-06,In Use,SIN,2023-07-05,47
ULD001398,PMC,6804,18.0,2023-12-01,In Use,PVG,2024-04-17,54
ULD001399,PLA,4627,12.0,2024-06-03,In Use,HKG,2025-01-01,54
ULD001400,PMC,6804,18.0,2020-07-28,Available,HKG,2023-07-13,53
ULD001401,AKE,1588,10.4,2020-03-04,In Use,CAN,2023-10-12,46
ULD001402,DQF,2449,7.0,2024-08-20,Available,DOH,2024-01-02,48
ULD001403,PMC,6804,18.0,2020-09-22,In Use,DOH,2024-11-28,54
ULD001404,AKE,1588,10.4,2022-09-29,In Use,DXB,2024-06-03,54
ULD001405,AAP,6032,16.0,2021-11-02,Available,LAX,2023-08-14,48
ULD001406,P6P,13608,36.0,2023-08-23,In Use,AMS,2024-02-24,55
ULD001407,PMC,6804,18.0,2024-05-05,In Use,JFK,2024-07-22,54
ULD001408,P1P,6804,18.0,2021-12-29,In Use,LAX,2023-11-17,53
ULD001409,PMC,6804,18.0,2020-02-02,In Use,PVG,2023-07-12,59
ULD001410,PAG,6804,18.0,2021-01-28,In Use,BKK,2023-07-09,49
ULD001411,PLA,4627,12.0,2020-02-27,In Use,JFK,2023-11-13,48
ULD001412,PAG,6804,18.0,2023-07-22,In Use,MEL,2024-05-01,46
ULD001413,AKH,1588,11.5,2021-12-13,Available,BKK,2024-04-11,58
ULD001414,AMA,6804,18.0,2023-08-05,In Use,LHR,2024-01-25,64
ULD001415,PLA,4627,12.0,2021-09-26,In Use,BKK,2024-11-30,58
ULD001416,PLA,4627,12.0,2020-05-13,Under Maintenance,SYD,2024-10-11,56
ULD001417,PMC,6804,18.0,2020-07-20,In Use,MAD,2024-10-16,57
ULD001418,AMA,6804,18.0,2021-05-29,In Use,CDG,2024-01-25,45
ULD001419,AKE,1588,10.4,2020-02-20,Available,CAN,2024-10-16,56
ULD001420,AMA,6804,18.0,2022-01-30,In Use,JFK,2024-11-28,59
ULD001421,P1P,6804,18.0,2023-03-20,In Use,AMS,2024-10-09,54
ULD001422,P1P,6804,18.0,2024-04-12,Retired,MAD,2024-08-12,46
ULD001423,AKE,1588,10.4,2023-06-14,In Use,LHR,2023-07-26,52
ULD001424,PAG,6804,18.0,2021-11-26,Available,LHR,2024-02-23,54
ULD001425,PLA,4627,12.0,2022-06-22,In Use,IST,2023-07-07,48
ULD001426,PMC,6804,18.0,2021-10-12,Under Maintenance,PVG,2023-07-11,56
ULD001427,AAP,6032,16.0,2022-06-03,Available,FRA,2023-08-17,54
ULD001428,AKH,1588,11.5,2022-01-02,In Use,NRT,2024-12-08,53
ULD001429,PMC,6804,18.0,2021-01-05,In Use,AMS,2024-10-21,44
ULD001430,P6P,13608,36.0,2021-04-15,In Use,NRT,2024-03-18,41
ULD001431,AKE,1588,10.4,2021-05-02,In Use,LHR,2024-11-16,58
ULD001432,DQF,2449,7.0,2021-03-30,Available,HKG,2024-03-13,55
ULD001433,PMC,6804,18.0,2021-01-29,In Use,CAN,2024-11-10,49
ULD001434,AKH,1588,11.5,2021-09-28,Available,HKG,2023-12-08,46
ULD001435,AKH,1588,11.5,2024-01-06,In Use,DEL,2024-11-20,45
ULD001436,AMA,6804,18.0,2021-12-11,In Use,CDG,2023-06-09,53
ULD001437,PLA,4627,12.0,2024-03-30,In Use,LAX,2024-09-06,51
ULD001438,PAG,6804,18.0,2022-06-07,In Use,CAN,2023-11-02,46
ULD001439,P1P,6804,18.0,2022-11-17,In Use,CDG,2024-09-09,70
ULD001440,AKE,1588,10.4,2023-03-03,In Use,MEL,2023-12-29,60
ULD001441,AKH,1588,11.5,2021-03-28,In Use,NRT,2025-01-09,51
ULD001442,PLA,4627,12.0,2023-09-25,In Use,SYD,2025-01-23,37
ULD001443,P1P,6804,18.0,2020-02-17,In Use,FRA,2023-11-26,52
ULD001444,P6P,13608,36.0,2020-11-17,In Use,HKG,2023-10-01,62
ULD001445,P6P,13608,36.0,2023-05-10,In Use,SIN,2023-08-20,41
ULD001446,AKE,1588,10.4,2020-09-08,Under Maintenance,JFK,2024-07-30,45
ULD001447,AKE,1588,10.4,2023-03-03,In Use,JFK,2024-10-25,54
ULD001448,P6P,13608,36.0,2023-02-12,Under Maintenance,ORD,2024-03-25,57
ULD001449,PMC,6804,18.0,2022-08-28,In Use,CDG,2023-07-09,46
ULD001450,AAP,6032,16.0,2020-04-26,In Use,IST,2023-12-03,45
ULD001451,PMC,6804,18.0,2022-03-02,In Use,SIN,2023-07-21,53
ULD001452,P6P,13608,36.0,2022-11-21,In Use,DEL,2025-01-04,52
ULD001453,AAP,6032,16.0,2021-03-03,Available,DEL,2023-11-11,55
ULD001454,AKH,1588,11.5,2022-02-07,In Use,BKK,2024-02-27,53
ULD001455,PAG,6804,18.0,2023-12-11,In Use,PVG,2024-07-27,47
ULD001456,AMA,6804,18.0,2022-05-23,In Use,IST,2023-09-30,39
ULD001457,AKH,1588,11.5,2024-09-10,In Use,PVG,2024-12-10,62
ULD001458,P1P,6804,18.0,2023-01-18,In Use,CDG,2024-09-12,39
ULD001459,DQF,2449,7.0,2022-06-14,In Use,HKG,2024-10-08,55
ULD001460,AAP,6032,16.0,2022-01-08,In Use,AMS,2024-02-10,40
ULD001461,PMC,6804,18.0,2024-10-14,In Use,LHR,2024-04-25,55
ULD001462,AKE,1588,10.4,2023-04-10,In Use,BKK,2023-12-22,45
ULD001463,AMA,6804,18.0,2022-10-05,In Use,MEL,2023-07-31,51
ULD001464,P6P,13608,36.0,2024-09-28,Available,MAD,2024-09-16,67
ULD001465,AKE,1588,10.4,2021-08-10,In Use,LHR,2023-11-27,50
ULD001466,P1P,6804,18.0,2024-10-26,In Use,DOH,2024-07-15,51
ULD001467,PMC,6804,18.0,2021-06-30,In Use,JFK,2024-10-04,52
ULD001468,AMA,6804,18.0,2020-04-11,Available,CAN,2024-06-12,44
ULD001469,P6P,13608,36.0,2021-10-06,In Use,CDG,2024-09-28,46
ULD001470,PAG,6804,18.0,2023-09-04,In Use,HKG,2024-02-18,49
ULD001471,PAG,6804,18.0,2024-06-27,In Use,FRA,2023-11-07,52
ULD001472,PLA,4627,12.0,2024-07-23,Under Maintenance,LAX,2024-05-03,46
ULD001473,AMA,6804,18.0,2021-11-12,In Use,CAN,2024-09-23,48
ULD001474,PMC,6804,18.0,2021-11-28,In Use,ORD,2024-07-14,54
ULD001475,AAP,6032,16.0,2021-07-01,In Use,DEL,2024-08-03,41
ULD001476,PMC,6804,18.0,2022-08-22,In Use,SYD,2024-08-20,41
ULD001477,AAP,6032,16.0,2023-12-16,In Use,CDG,2024-02-16,54
ULD001478,PAG,6804,18.0,2021-04-19,Retired,CDG,2024-11-18,50
ULD001479,PAG,6804,18.0,2020-09-22,In Use,CAN,2023-11-04,52
ULD001480,AKE,1588,10.4,2022-12-28,In Use,HKG,2024-09-28,49
ULD001481,PMC,6804,18.0,2024-07-12,In Use,SIN,2024-01-24,58
ULD001482,PAG,6804,18.0,2021-10-19,In Use,BKK,2024-01-24,40
